Name;New_Measure_31-07-2020;
Description;;
Measure-Intervall;00:00:10;
;;

Time SN:702643 (S30X):P1;SN:702643 (S30X):P1 bar;Time SN:702643 (S30X):P2;SN:702643 (S30X):P2 bar;Time SN:702643 (S30X):TOB1;SN:702643 (S30X):TOB1 °C;Time SN:702643 (S30X):TOB2;SN:702643 (S30X):TOB2 °C;Time SN:702643 (S30X):CH0;SN:702643 (S30X):CH0 bar;
7/31/2020 8:59:04 AM.953;13.9298782;7/31/2020 8:59:04 AM.985;8.8394737;7/31/2020 8:59:05 AM.017;23.5131836;7/31/2020 8:59:05 AM.049;23.5507812;7/31/2020 8:59:05 AM.081;5.0834846;
7/31/2020 8:59:14 AM.953;13.9170074;7/31/2020 8:59:14 AM.981;8.8385429;7/31/2020 8:59:15 AM.012;23.5131836;7/31/2020 8:59:15 AM.045;23.5507812;7/31/2020 8:59:15 AM.077;5.0792046;
7/31/2020 8:59:24 AM.952;13.9157715;7/31/2020 8:59:24 AM.977;8.8351707;7/31/2020 8:59:25 AM.008;23.4936523;7/31/2020 8:59:25 AM.040;23.5351562;7/31/2020 8:59:25 AM.072;5.0940361;
7/31/2020 8:59:34 AM.953;13.9251328;7/31/2020 8:59:34 AM.988;8.8322334;7/31/2020 8:59:35 AM.020;23.4936523;7/31/2020 8:59:35 AM.052;23.5351562;7/31/2020 8:59:35 AM.084;5.1024971;
7/31/2020 8:59:44 AM.952;13.9249039;7/31/2020 8:59:44 AM.983;8.8302727;7/31/2020 8:59:45 AM.015;23.4936523;7/31/2020 8:59:45 AM.047;23.5351562;7/31/2020 8:59:45 AM.079;5.0928612;
7/31/2020 8:59:54 AM.951;13.9391174;7/31/2020 8:59:54 AM.979;8.8271523;7/31/2020 8:59:55 AM.011;23.4936523;7/31/2020 8:59:55 AM.043;23.5351562;7/31/2020 8:59:55 AM.075;5.1111259;
7/31/2020 9:00:04 AM.952;13.8980598;7/31/2020 9:00:04 AM.974;8.822361;7/31/2020 9:00:05 AM.006;23.4541016;7/31/2020 9:00:05 AM.038;23.5351562;7/31/2020 9:00:05 AM.070;5.0856552;
7/31/2020 9:00:14 AM.952;13.8827209;7/31/2020 9:00:14 AM.985;8.8218918;7/31/2020 9:00:15 AM.017;23.4936523;7/31/2020 9:00:15 AM.050;23.515625;7/31/2020 9:00:15 AM.081;5.0666199;
7/31/2020 9:00:24 AM.952;13.8828354;7/31/2020 9:00:24 AM.982;8.8167801;7/31/2020 9:00:25 AM.014;23.4936523;7/31/2020 9:00:25 AM.045;23.515625;7/31/2020 9:00:25 AM.077;5.0698395;
7/31/2020 9:00:34 AM.952;13.9073601;7/31/2020 9:00:34 AM.977;8.8159676;7/31/2020 9:00:35 AM.009;23.4541016;7/31/2020 9:00:35 AM.041;23.4726562;7/31/2020 9:00:35 AM.073;5.0895538;
7/31/2020 9:00:44 AM.951;13.8953285;7/31/2020 9:00:44 AM.988;8.8126297;7/31/2020 9:00:45 AM.020;23.4541016;7/31/2020 9:00:45 AM.052;23.4921875;7/31/2020 9:00:45 AM.084;5.078228;
7/31/2020 9:00:54 AM.952;13.8975182;7/31/2020 9:00:54 AM.984;8.8087234;7/31/2020 9:00:55 AM.016;23.4541016;7/31/2020 9:00:55 AM.048;23.4921875;7/31/2020 9:00:55 AM.080;5.0879173;
7/31/2020 9:01:04 AM.951;13.8961372;7/31/2020 9:01:04 AM.980;8.8104248;7/31/2020 9:01:05 AM.011;23.4335938;7/31/2020 9:01:05 AM.043;23.453125;7/31/2020 9:01:05 AM.075;5.0930672;
7/31/2020 9:01:14 AM.952;13.8985176;7/31/2020 9:01:14 AM.975;8.8058128;7/31/2020 9:01:15 AM.006;23.4335938;7/31/2020 9:01:15 AM.038;23.4726562;7/31/2020 9:01:15 AM.070;5.1010971;
7/31/2020 9:01:24 AM.952;13.9199562;7/31/2020 9:01:24 AM.986;8.8021774;7/31/2020 9:01:25 AM.018;23.4335938;7/31/2020 9:01:25 AM.050;23.453125;7/31/2020 9:01:25 AM.083;5.1161003;
7/31/2020 9:01:34 AM.952;13.9036827;7/31/2020 9:01:34 AM.982;8.8005142;7/31/2020 9:01:35 AM.013;23.4335938;7/31/2020 9:01:35 AM.045;23.453125;7/31/2020 9:01:35 AM.077;5.0907631;
7/31/2020 9:01:44 AM.952;13.8634987;7/31/2020 9:01:44 AM.977;8.7985458;7/31/2020 9:01:45 AM.009;23.4541016;7/31/2020 9:01:45 AM.041;23.453125;7/31/2020 9:01:45 AM.073;5.0450478;
7/31/2020 9:01:54 AM.952;13.876873;7/31/2020 9:01:54 AM.988;8.7940063;7/31/2020 9:01:55 AM.020;23.4135742;7/31/2020 9:01:55 AM.052;23.4335938;7/31/2020 9:01:55 AM.084;5.0803795;
7/31/2020 9:02:04 AM.952;13.8849411;7/31/2020 9:02:04 AM.984;8.7915115;7/31/2020 9:02:05 AM.016;23.3735352;7/31/2020 9:02:05 AM.048;23.4335938;7/31/2020 9:02:05 AM.080;5.0955505;
7/31/2020 9:02:14 AM.953;13.8832626;7/31/2020 9:02:14 AM.980;8.7895813;7/31/2020 9:02:15 AM.011;23.394043;7/31/2020 9:02:15 AM.043;23.4335938;7/31/2020 9:02:15 AM.075;5.1001816;
7/31/2020 9:02:24 AM.953;13.8507843;7/31/2020 9:02:24 AM.975;8.7853165;7/31/2020 9:02:25 AM.007;23.3735352;7/31/2020 9:02:25 AM.049;23.453125;7/31/2020 9:02:25 AM.086;5.0757675;
7/31/2020 9:02:34 AM.953;13.8661575;7/31/2020 9:02:34 AM.986;8.7837143;7/31/2020 9:02:35 AM.018;23.3735352;7/31/2020 9:02:35 AM.050;23.4101562;7/31/2020 9:02:35 AM.082;5.0870743;
7/31/2020 9:02:44 AM.954;13.8919182;7/31/2020 9:02:44 AM.982;8.7832565;7/31/2020 9:02:45 AM.013;23.3544922;7/31/2020 9:02:45 AM.045;23.4101562;7/31/2020 9:02:45 AM.077;5.1092949;
7/31/2020 9:02:54 AM.953;13.9057999;7/31/2020 9:02:54 AM.977;8.7794647;7/31/2020 9:02:55 AM.009;23.3735352;7/31/2020 9:02:55 AM.041;23.4101562;7/31/2020 9:02:55 AM.073;5.1192093;
7/31/2020 9:03:04 AM.954;13.8789062;7/31/2020 9:03:04 AM.988;8.7727737;7/31/2020 9:03:05 AM.020;23.3735352;7/31/2020 9:03:05 AM.052;23.4335938;7/31/2020 9:03:05 AM.084;5.1006699;
7/31/2020 9:03:14 AM.954;13.8349953;7/31/2020 9:03:14 AM.984;8.7737503;7/31/2020 9:03:15 AM.016;23.4135742;7/31/2020 9:03:15 AM.048;23.390625;7/31/2020 9:03:15 AM.080;5.0677452;
7/31/2020 9:03:24 AM.955;13.8376465;7/31/2020 9:03:24 AM.980;8.7685471;7/31/2020 9:03:25 AM.011;23.3735352;7/31/2020 9:03:25 AM.043;23.4101562;7/31/2020 9:03:25 AM.075;5.0799332;
7/31/2020 9:03:34 AM.955;13.8569412;7/31/2020 9:03:34 AM.979;8.7661438;7/31/2020 9:03:35 AM.011;23.394043;7/31/2020 9:03:35 AM.042;23.4101562;7/31/2020 9:03:35 AM.075;5.094223;
7/31/2020 9:03:44 AM.956;13.8568382;7/31/2020 9:03:44 AM.990;8.7650795;7/31/2020 9:03:45 AM.022;23.3544922;7/31/2020 9:03:45 AM.054;23.390625;7/31/2020 9:03:45 AM.086;5.0852089;
7/31/2020 9:03:54 AM.956;13.8305473;7/31/2020 9:03:54 AM.986;8.7607651;7/31/2020 9:03:55 AM.018;23.3544922;7/31/2020 9:03:55 AM.050;23.390625;7/31/2020 9:03:55 AM.082;5.0599556;
7/31/2020 9:04:04 AM.957;13.8302498;7/31/2020 9:04:04 AM.982;8.7612114;7/31/2020 9:04:05 AM.013;23.3334961;7/31/2020 9:04:05 AM.045;23.390625;7/31/2020 9:04:05 AM.077;5.0566483;
7/31/2020 9:04:14 AM.957;13.8517799;7/31/2020 9:04:14 AM.992;8.7549438;7/31/2020 9:04:15 AM.025;23.3544922;7/31/2020 9:04:15 AM.057;23.4101562;7/31/2020 9:04:15 AM.089;5.0940056;
7/31/2020 9:04:24 AM.957;13.8837204;7/31/2020 9:04:24 AM.988;8.7531509;7/31/2020 9:04:25 AM.020;23.3735352;7/31/2020 9:04:25 AM.052;23.390625;7/31/2020 9:04:25 AM.084;5.1292686;
7/31/2020 9:04:34 AM.956;13.8568115;7/31/2020 9:04:34 AM.984;8.7482147;7/31/2020 9:04:35 AM.016;23.3735352;7/31/2020 9:04:35 AM.047;23.4335938;7/31/2020 9:04:35 AM.080;5.1235924;
7/31/2020 9:04:44 AM.957;13.8418884;7/31/2020 9:04:44 AM.980;8.7484627;7/31/2020 9:04:45 AM.011;23.394043;7/31/2020 9:04:45 AM.043;23.390625;7/31/2020 9:04:45 AM.075;5.0997849;
7/31/2020 9:04:54 AM.956;13.8389091;7/31/2020 9:04:54 AM.990;8.7469139;7/31/2020 9:04:55 AM.022;23.3544922;7/31/2020 9:04:55 AM.054;23.3515625;7/31/2020 9:04:55 AM.086;5.0899124;
7/31/2020 9:05:04 AM.957;13.8377151;7/31/2020 9:05:04 AM.986;8.7417374;7/31/2020 9:05:05 AM.018;23.3735352;7/31/2020 9:05:05 AM.050;23.3710938;7/31/2020 9:05:05 AM.082;5.0901794;
7/31/2020 9:05:14 AM.956;13.8324623;7/31/2020 9:05:14 AM.982;8.7400246;7/31/2020 9:05:15 AM.014;23.3544922;7/31/2020 9:05:15 AM.045;23.390625;7/31/2020 9:05:15 AM.077;5.0870514;
7/31/2020 9:05:24 AM.956;13.8185043;7/31/2020 9:05:24 AM.992;8.7373199;7/31/2020 9:05:25 AM.025;23.3735352;7/31/2020 9:05:25 AM.057;23.390625;7/31/2020 9:05:25 AM.089;5.0856781;
7/31/2020 9:05:34 AM.956;13.8265953;7/31/2020 9:05:34 AM.989;8.7344933;7/31/2020 9:05:35 AM.020;23.3544922;7/31/2020 9:05:35 AM.058;23.3710938;7/31/2020 9:05:35 AM.085;5.0987663;
7/31/2020 9:05:44 AM.955;13.819828;7/31/2020 9:05:44 AM.984;8.7327042;7/31/2020 9:05:45 AM.016;23.3334961;7/31/2020 9:05:45 AM.048;23.3710938;7/31/2020 9:05:45 AM.079;5.0972366;
7/31/2020 9:05:54 AM.956;13.8523674;7/31/2020 9:05:54 AM.980;8.7303314;7/31/2020 9:05:55 AM.011;23.3334961;7/31/2020 9:05:55 AM.043;23.3515625;7/31/2020 9:05:55 AM.075;5.1228561;
7/31/2020 9:06:04 AM.955;13.8645515;7/31/2020 9:06:04 AM.990;8.7258263;7/31/2020 9:06:05 AM.022;23.3334961;7/31/2020 9:06:05 AM.054;23.390625;7/31/2020 9:06:05 AM.086;5.1311378;
7/31/2020 9:06:14 AM.956;13.8530197;7/31/2020 9:06:14 AM.986;8.7253876;7/31/2020 9:06:15 AM.018;23.3144531;7/31/2020 9:06:15 AM.050;23.3710938;7/31/2020 9:06:15 AM.082;5.1113472;
7/31/2020 9:06:24 AM.955;13.8191338;7/31/2020 9:06:24 AM.982;8.7207336;7/31/2020 9:06:25 AM.013;23.3544922;7/31/2020 9:06:25 AM.045;23.3515625;7/31/2020 9:06:25 AM.077;5.0863609;
7/31/2020 9:06:34 AM.956;13.8126106;7/31/2020 9:06:34 AM.978;8.7174072;7/31/2020 9:06:35 AM.009;23.3544922;7/31/2020 9:06:35 AM.041;23.3710938;7/31/2020 9:06:35 AM.073;5.0968552;
7/31/2020 9:06:44 AM.956;13.8037529;7/31/2020 9:06:44 AM.988;8.7139816;7/31/2020 9:06:45 AM.020;23.3544922;7/31/2020 9:06:45 AM.052;23.3710938;7/31/2020 9:06:45 AM.084;5.0970917;
7/31/2020 9:06:54 AM.956;13.8288612;7/31/2020 9:06:54 AM.984;8.7146721;7/31/2020 9:06:55 AM.016;23.3334961;7/31/2020 9:06:55 AM.048;23.3515625;7/31/2020 9:06:55 AM.080;5.1233978;
7/31/2020 9:07:04 AM.955;13.8048172;7/31/2020 9:07:04 AM.980;8.711895;7/31/2020 9:07:05 AM.011;23.3144531;7/31/2020 9:07:05 AM.043;23.3320312;7/31/2020 9:07:05 AM.075;5.0976028;
7/31/2020 9:07:14 AM.956;13.7949867;7/31/2020 9:07:14 AM.991;8.7068787;7/31/2020 9:07:15 AM.023;23.3334961;7/31/2020 9:07:15 AM.055;23.3710938;7/31/2020 9:07:15 AM.087;5.0882988;
7/31/2020 9:07:24 AM.956;13.8248596;7/31/2020 9:07:24 AM.986;8.7039337;7/31/2020 9:07:25 AM.018;23.3144531;7/31/2020 9:07:25 AM.050;23.3515625;7/31/2020 9:07:25 AM.082;5.1190796;
7/31/2020 9:07:34 AM.955;13.8405647;7/31/2020 9:07:34 AM.982;8.7010994;7/31/2020 9:07:35 AM.019;23.3334961;7/31/2020 9:07:35 AM.046;23.3320312;7/31/2020 9:07:35 AM.078;5.1384888;
7/31/2020 9:07:44 AM.955;13.8287697;7/31/2020 9:07:44 AM.978;8.6977615;7/31/2020 9:07:45 AM.009;23.3544922;7/31/2020 9:07:45 AM.041;23.3710938;7/31/2020 9:07:45 AM.073;5.1339836;
7/31/2020 9:07:54 AM.954;13.7927666;7/31/2020 9:07:54 AM.989;8.6993332;7/31/2020 9:07:55 AM.021;23.3334961;7/31/2020 9:07:55 AM.053;23.3515625;7/31/2020 9:07:55 AM.088;5.0993004;
7/31/2020 9:08:04 AM.955;13.7767677;7/31/2020 9:08:04 AM.985;8.6941452;7/31/2020 9:08:05 AM.016;23.3544922;7/31/2020 9:08:05 AM.048;23.3515625;7/31/2020 9:08:05 AM.080;5.0849953;
7/31/2020 9:08:14 AM.955;13.80616;7/31/2020 9:08:14 AM.980;8.6893272;7/31/2020 9:08:15 AM.011;23.3144531;7/31/2020 9:08:15 AM.044;23.3515625;7/31/2020 9:08:15 AM.075;5.110405;
7/31/2020 9:08:24 AM.956;13.8069458;7/31/2020 9:08:24 AM.991;8.6886444;7/31/2020 9:08:25 AM.023;23.3144531;7/31/2020 9:08:25 AM.055;23.3320312;7/31/2020 9:08:25 AM.087;5.1073189;
7/31/2020 9:08:34 AM.956;13.7904663;7/31/2020 9:08:34 AM.987;8.6861801;7/31/2020 9:08:35 AM.019;23.3144531;7/31/2020 9:08:35 AM.051;23.3320312;7/31/2020 9:08:35 AM.082;5.0840645;
7/31/2020 9:08:44 AM.957;13.7794991;7/31/2020 9:08:44 AM.982;8.6836205;7/31/2020 9:08:45 AM.014;23.3544922;7/31/2020 9:08:45 AM.046;23.3515625;7/31/2020 9:08:45 AM.078;5.0954247;
7/31/2020 9:08:54 AM.956;13.7859344;7/31/2020 9:08:54 AM.978;8.6805267;7/31/2020 9:08:55 AM.009;23.3144531;7/31/2020 9:08:55 AM.041;23.3515625;7/31/2020 9:08:55 AM.073;5.1136093;
7/31/2020 9:09:04 AM.956;13.8110504;7/31/2020 9:09:04 AM.989;8.6748161;7/31/2020 9:09:05 AM.021;23.3144531;7/31/2020 9:09:05 AM.053;23.3710938;7/31/2020 9:09:05 AM.085;5.1411133;
7/31/2020 9:09:14 AM.956;13.8000183;7/31/2020 9:09:14 AM.984;8.6768837;7/31/2020 9:09:15 AM.016;23.3144531;7/31/2020 9:09:15 AM.048;23.3085938;7/31/2020 9:09:15 AM.080;5.1311455;
7/31/2020 9:09:24 AM.957;13.7919273;7/31/2020 9:09:24 AM.980;8.6716919;7/31/2020 9:09:25 AM.011;23.2949219;7/31/2020 9:09:25 AM.043;23.3515625;7/31/2020 9:09:25 AM.075;5.1224251;
7/31/2020 9:09:34 AM.957;13.7864494;7/31/2020 9:09:34 AM.991;8.6681137;7/31/2020 9:09:35 AM.023;23.2949219;7/31/2020 9:09:35 AM.055;23.3320312;7/31/2020 9:09:35 AM.087;5.115612;
7/31/2020 9:09:44 AM.957;13.7760353;7/31/2020 9:09:44 AM.991;8.6643219;7/31/2020 9:09:45 AM.023;23.2949219;7/31/2020 9:09:45 AM.056;23.3710938;7/31/2020 9:09:45 AM.087;5.1016693;
7/31/2020 9:09:54 AM.957;13.7810898;7/31/2020 9:09:54 AM.987;8.6644135;7/31/2020 9:09:55 AM.019;23.2548828;7/31/2020 9:09:55 AM.051;23.3320312;7/31/2020 9:09:55 AM.083;5.1148338;
7/31/2020 9:10:04 AM.958;13.7646828;7/31/2020 9:10:04 AM.983;8.6621284;7/31/2020 9:10:05 AM.014;23.2949219;7/31/2020 9:10:05 AM.046;23.3320312;7/31/2020 9:10:05 AM.078;5.1116982;
7/31/2020 9:10:14 AM.957;13.7610245;7/31/2020 9:10:14 AM.993;8.6568336;7/31/2020 9:10:15 AM.026;23.2548828;7/31/2020 9:10:15 AM.058;23.3320312;7/31/2020 9:10:15 AM.090;5.1139603;
7/31/2020 9:10:24 AM.957;13.7786217;7/31/2020 9:10:24 AM.989;8.6540451;7/31/2020 9:10:25 AM.021;23.2744141;7/31/2020 9:10:25 AM.053;23.3320312;7/31/2020 9:10:25 AM.085;5.1237183;
7/31/2020 9:10:34 AM.957;13.8040199;7/31/2020 9:10:34 AM.985;8.6535797;7/31/2020 9:10:35 AM.017;23.2744141;7/31/2020 9:10:35 AM.048;23.3085938;7/31/2020 9:10:35 AM.081;5.1447144;
7/31/2020 9:10:44 AM.957;13.8037682;7/31/2020 9:10:44 AM.981;8.6504211;7/31/2020 9:10:45 AM.012;23.2744141;7/31/2020 9:10:45 AM.044;23.3085938;7/31/2020 9:10:45 AM.076;5.1441803;
7/31/2020 9:10:54 AM.958;13.7864037;7/31/2020 9:10:54 AM.991;8.6488495;7/31/2020 9:10:55 AM.023;23.2744141;7/31/2020 9:10:55 AM.055;23.3085938;7/31/2020 9:10:55 AM.087;5.1266251;
7/31/2020 9:11:04 AM.957;13.7657356;7/31/2020 9:11:04 AM.987;8.6460915;7/31/2020 9:11:05 AM.019;23.2949219;7/31/2020 9:11:05 AM.051;23.3085938;7/31/2020 9:11:05 AM.083;5.1138878;
7/31/2020 9:11:14 AM.958;13.7555199;7/31/2020 9:11:14 AM.983;8.6443672;7/31/2020 9:11:15 AM.014;23.2353516;7/31/2020 9:11:15 AM.046;23.2695312;7/31/2020 9:11:15 AM.078;5.1123161;
7/31/2020 9:11:24 AM.957;13.8048859;7/31/2020 9:11:24 AM.978;8.7096062;7/31/2020 9:11:25 AM.010;23.2548828;7/31/2020 9:11:25 AM.042;23.2695312;7/31/2020 9:11:25 AM.074;5.1047058;
7/31/2020 9:11:34 AM.957;13.8404694;7/31/2020 9:11:34 AM.989;8.7039108;7/31/2020 9:11:35 AM.021;23.2548828;7/31/2020 9:11:35 AM.053;23.3085938;7/31/2020 9:11:35 AM.085;5.144722;
7/31/2020 9:11:44 AM.957;13.8125801;7/31/2020 9:11:44 AM.988;8.7030525;7/31/2020 9:11:45 AM.020;23.2744141;7/31/2020 9:11:45 AM.052;23.2890625;7/31/2020 9:11:45 AM.084;5.1089211;
7/31/2020 9:11:54 AM.957;15.6181679;7/31/2020 9:11:54 AM.984;10.8233757;7/31/2020 9:11:55 AM.016;23.2348633;7/31/2020 9:11:55 AM.048;23.265625;7/31/2020 9:11:55 AM.080;4.7954407;
7/31/2020 9:12:04 AM.958;15.9090767;7/31/2020 9:12:04 AM.980;10.8409157;7/31/2020 9:12:05 AM.011;23.2348633;7/31/2020 9:12:05 AM.043;23.265625;7/31/2020 9:12:05 AM.075;5.0675507;
7/31/2020 9:12:14 AM.958;15.9526596;7/31/2020 9:12:14 AM.991;10.8533669;7/31/2020 9:12:15 AM.023;23.2539062;7/31/2020 9:12:15 AM.055;23.3046875;7/31/2020 9:12:15 AM.086;5.1056023;
7/31/2020 9:12:24 AM.958;15.9894447;7/31/2020 9:12:24 AM.987;10.8667183;7/31/2020 9:12:25 AM.018;23.234375;7/31/2020 9:12:25 AM.050;23.265625;7/31/2020 9:12:25 AM.082;5.1325836;
7/31/2020 9:12:34 AM.958;15.9644318;7/31/2020 9:12:34 AM.982;10.8741875;7/31/2020 9:12:35 AM.014;23.2539062;7/31/2020 9:12:35 AM.046;23.3046875;7/31/2020 9:12:35 AM.078;5.0962944;
7/31/2020 9:12:44 AM.958;15.9649353;7/31/2020 9:12:44 AM.993;10.8798409;7/31/2020 9:12:45 AM.025;23.2143555;7/31/2020 9:12:45 AM.057;23.3046875;7/31/2020 9:12:45 AM.089;5.0761299;
7/31/2020 9:12:54 AM.959;15.9862671;7/31/2020 9:12:54 AM.989;10.8910332;7/31/2020 9:12:55 AM.020;23.2143555;7/31/2020 9:12:55 AM.052;23.265625;7/31/2020 9:12:55 AM.084;5.0833549;
7/31/2020 9:13:04 AM.959;16.0107613;7/31/2020 9:13:04 AM.984;10.898632;7/31/2020 9:13:05 AM.016;23.234375;7/31/2020 9:13:05 AM.047;23.265625;7/31/2020 9:13:05 AM.080;5.0975113;
7/31/2020 9:13:14 AM.959;16.0225906;7/31/2020 9:13:14 AM.995;10.9038506;7/31/2020 9:13:15 AM.027;23.215332;7/31/2020 9:13:15 AM.059;23.2539062;7/31/2020 9:13:15 AM.091;5.1029625;
7/31/2020 9:13:24 AM.960;15.9861298;7/31/2020 9:13:24 AM.991;10.911953;7/31/2020 9:13:25 AM.022;23.215332;7/31/2020 9:13:25 AM.054;23.2539062;7/31/2020 9:13:25 AM.086;5.0769463;
7/31/2020 9:13:34 AM.960;15.9857864;7/31/2020 9:13:34 AM.986;10.9137535;7/31/2020 9:13:35 AM.018;23.215332;7/31/2020 9:13:35 AM.050;23.2539062;7/31/2020 9:13:35 AM.082;5.0826836;
7/31/2020 9:13:44 AM.960;16.0399895;7/31/2020 9:13:44 AM.982;10.9205208;7/31/2020 9:13:45 AM.013;23.1748047;7/31/2020 9:13:45 AM.046;23.2539062;7/31/2020 9:13:45 AM.077;5.1310654;
7/31/2020 9:13:54 AM.960;16.0516129;7/31/2020 9:13:54 AM.993;10.9250298;7/31/2020 9:13:55 AM.025;23.1943359;7/31/2020 9:13:55 AM.057;23.2226562;7/31/2020 9:13:55 AM.089;5.1292381;
7/31/2020 9:14:04 AM.959;16.0215263;7/31/2020 9:14:04 AM.988;10.9302254;7/31/2020 9:14:05 AM.020;23.1748047;7/31/2020 9:14:05 AM.054;23.2226562;7/31/2020 9:14:05 AM.084;5.0907974;
7/31/2020 9:14:14 AM.960;16.0151787;7/31/2020 9:14:14 AM.984;10.9309425;7/31/2020 9:14:15 AM.016;23.1748047;7/31/2020 9:14:15 AM.048;23.2226562;7/31/2020 9:14:15 AM.079;5.0820007;
7/31/2020 9:14:24 AM.960;16.0240059;7/31/2020 9:14:24 AM.995;10.9362602;7/31/2020 9:14:25 AM.027;23.1748047;7/31/2020 9:14:25 AM.059;23.2226562;7/31/2020 9:14:25 AM.091;5.088768;
7/31/2020 9:14:34 AM.961;15.9984207;7/31/2020 9:14:34 AM.991;10.9397163;7/31/2020 9:14:35 AM.022;23.1547852;7/31/2020 9:14:35 AM.054;23.2226562;7/31/2020 9:14:35 AM.086;5.0640907;
7/31/2020 9:14:44 AM.961;15.9272079;7/31/2020 9:14:44 AM.987;10.9390297;7/31/2020 9:14:45 AM.018;23.215332;7/31/2020 9:14:45 AM.050;23.2539062;7/31/2020 9:14:45 AM.082;5.0004997;
7/31/2020 9:14:54 AM.960;15.929451;7/31/2020 9:14:54 AM.997;10.9454842;7/31/2020 9:14:55 AM.029;23.1953125;7/31/2020 9:14:55 AM.062;23.2226562;7/31/2020 9:14:55 AM.093;4.9891853;
7/31/2020 9:15:04 AM.960;15.9014549;7/31/2020 9:15:04 AM.993;10.9469414;7/31/2020 9:15:05 AM.031;23.1757812;7/31/2020 9:15:05 AM.057;23.203125;7/31/2020 9:15:05 AM.089;4.9506531;
7/31/2020 9:15:14 AM.959;15.9330826;7/31/2020 9:15:14 AM.989;10.9478493;7/31/2020 9:15:15 AM.020;23.1152344;7/31/2020 9:15:15 AM.052;23.203125;7/31/2020 9:15:15 AM.084;4.9753609;
7/31/2020 9:15:24 AM.959;15.9323044;7/31/2020 9:15:24 AM.984;10.9494896;7/31/2020 9:15:25 AM.015;23.1953125;7/31/2020 9:15:25 AM.048;23.203125;7/31/2020 9:15:25 AM.079;4.9742546;
7/31/2020 9:15:34 AM.959;15.9007378;7/31/2020 9:15:34 AM.995;10.9508781;7/31/2020 9:15:35 AM.027;23.1352539;7/31/2020 9:15:35 AM.059;23.2226562;7/31/2020 9:15:35 AM.091;4.9455109;
7/31/2020 9:15:44 AM.959;15.8708916;7/31/2020 9:15:44 AM.990;10.9546013;7/31/2020 9:15:45 AM.022;23.1757812;7/31/2020 9:15:45 AM.054;23.1914062;7/31/2020 9:15:45 AM.086;4.9268951;
7/31/2020 9:15:54 AM.959;15.842453;7/31/2020 9:15:54 AM.990;10.9565544;7/31/2020 9:15:55 AM.022;23.1953125;7/31/2020 9:15:55 AM.054;23.1914062;7/31/2020 9:15:55 AM.086;4.8961525;
7/31/2020 9:16:04 AM.959;15.8400497;7/31/2020 9:16:04 AM.986;10.957859;7/31/2020 9:16:05 AM.017;23.1547852;7/31/2020 9:16:05 AM.049;23.1914062;7/31/2020 9:16:05 AM.081;4.8913612;
7/31/2020 9:16:14 AM.959;15.8310814;7/31/2020 9:16:14 AM.997;10.9564934;7/31/2020 9:16:15 AM.029;23.1757812;7/31/2020 9:16:15 AM.061;23.203125;7/31/2020 9:16:15 AM.093;4.8794327;
7/31/2020 9:16:24 AM.958;15.8048019;7/31/2020 9:16:24 AM.992;10.9571877;7/31/2020 9:16:25 AM.024;23.1547852;7/31/2020 9:16:25 AM.056;23.1914062;7/31/2020 9:16:25 AM.088;4.8440895;
7/31/2020 9:16:34 AM.958;15.7746162;7/31/2020 9:16:34 AM.988;10.9567451;7/31/2020 9:16:35 AM.020;23.1352539;7/31/2020 9:16:35 AM.052;23.1914062;7/31/2020 9:16:35 AM.083;4.8145752;
7/31/2020 9:16:44 AM.959;15.7628937;7/31/2020 9:16:44 AM.984;10.9577026;7/31/2020 9:16:45 AM.015;23.1547852;7/31/2020 9:16:45 AM.047;23.171875;7/31/2020 9:16:45 AM.079;4.8112564;
7/31/2020 9:16:54 AM.958;15.7731895;7/31/2020 9:16:54 AM.994;10.9601097;7/31/2020 9:16:55 AM.027;23.1352539;7/31/2020 9:16:55 AM.059;23.1914062;7/31/2020 9:16:55 AM.091;4.8191376;
7/31/2020 9:17:04 AM.959;15.7760658;7/31/2020 9:17:04 AM.990;10.9631577;7/31/2020 9:17:05 AM.022;23.1352539;7/31/2020 9:17:05 AM.054;23.171875;7/31/2020 9:17:05 AM.086;4.8250847;
7/31/2020 9:17:14 AM.959;15.7534637;7/31/2020 9:17:14 AM.986;10.9609375;7/31/2020 9:17:15 AM.017;23.1152344;7/31/2020 9:17:15 AM.049;23.171875;7/31/2020 9:17:15 AM.081;4.7898712;
7/31/2020 9:17:24 AM.960;15.7235031;7/31/2020 9:17:24 AM.982;10.9604111;7/31/2020 9:17:25 AM.013;23.1152344;7/31/2020 9:17:25 AM.045;23.171875;7/31/2020 9:17:25 AM.077;4.7476349;
7/31/2020 9:17:34 AM.960;15.724556;7/31/2020 9:17:34 AM.993;10.9624481;7/31/2020 9:17:35 AM.024;23.0761719;7/31/2020 9:17:35 AM.056;23.140625;7/31/2020 9:17:35 AM.088;4.748497;
7/31/2020 9:17:44 AM.960;15.7136459;7/31/2020 9:17:44 AM.988;10.9624329;7/31/2020 9:17:45 AM.020;23.1152344;7/31/2020 9:17:45 AM.052;23.140625;7/31/2020 9:17:45 AM.084;4.7439728;
7/31/2020 9:17:54 AM.961;15.7190437;7/31/2020 9:17:54 AM.984;10.9626122;7/31/2020 9:17:55 AM.015;23.0957031;7/31/2020 9:17:55 AM.047;23.125;7/31/2020 9:17:55 AM.079;4.7573624;
